Product Name,Price,Customer ratings,Category,Sales rank,Product brand,img_path
RT Home RT-32SA LED TV 32 INCH HD SMART FRAMELESS,"EGP 6,818.00",5,Televisions,86,Unknown,imgs\RT Home RT-32SA LED TV 32 INCH HD SMART FRAMELESS.jpg
LG 43 Inch Full HD Smart LED TV With Built-In Receiver - 43LM6370PVA,"EGP 15,140.00",N/A,Televisions,87,LG,imgs\LG 43 Inch Full HD Smart LED TV With Built-In Receiver - 43LM6370PVA.jpg
Tornado LED TV HD 32 Inch With 2 HDMI Ports And 2 USB Ports,"EGP 7,999.00",5,Televisions,88,Tornado,imgs\Tornado LED TV HD 32 Inch With 2 HDMI Ports And 2 USB Ports.jpg
"Samsung 50 Inch 4K UHD Smart LED TV With Built-in Receiver, Black - 50CU7000","EGP 21,249.00",N/A,Televisions,89,Samsung,"imgs\Samsung 50 Inch 4K UHD Smart LED TV With Built-in Receiver, Black - 50CU7000.jpg"
"Jac 43P-N/T/JB320 Television, 43 Inch, FHD, LED","EGP 9,875.00",N/A,Televisions,90,Jac,"imgs\Jac 43P-NTJB320 Television, 43 Inch, FHD, LED.jpg"
LG 32 Inch HD LED TV With Built-in Receiver -   32LM550BPVA,"EGP 7,699.00",N/A,Televisions,91,LG,imgs\LG 32 Inch HD LED TV With Built-in Receiver -   32LM550BPVA.jpg
RT Home RT-40A FHD LED TV 40 INCH - I Cast - 2 HDMI - 1 USB - 1 VGA,"EGP 9,095.00",3.7,Televisions,92,Unknown,imgs\RT Home RT-40A FHD LED TV 40 INCH - I Cast - 2 HDMI - 1 USB - 1 VGA.jpg
"Haier Miracast TV 32"" HD, Slim Bezel H32D6M - Black","EGP 7,599.00",N/A,Televisions,93,Haier,"imgs\Haier Miracast TV 32 HD, Slim Bezel H32D6M - Black.jpg"
LG 50 Inch 4K UHD Smart LED TV With Built In Receiver - 50UQ75006LG,"EGP 19,799.00",N/A,Televisions,94,LG,imgs\LG 50 Inch 4K UHD Smart LED TV With Built In Receiver - 50UQ75006LG.jpg
"Fresh TV Screen LED 32 ""Inch Ultra HD  - Linux","EGP 6,620.00",1,Televisions,95,Fresh,imgs\Fresh TV Screen LED 32 Inch Ultra HD  - Linux.jpg
Samsung 32 Inch HD Flat Smart TV UA32T5300 - Black,"EGP 9,899.00",N/A,Televisions,96,Samsung,imgs\Samsung 32 Inch HD Flat Smart TV UA32T5300 - Black.jpg
Samsung 75 Inch 4K UHD Smart LED TV With Built In Receiver - UA75CU7000,"EGP 37,080.00",5,Televisions,97,Samsung,imgs\Samsung 75 Inch 4K UHD Smart LED TV With Built In Receiver - UA75CU7000.jpg
Samsung 55-Inch CU7000 Crystal UHD- 4K - Smart TV - Pur Colors (2023),"EGP 20,500.00",N/A,Televisions,98,Samsung,imgs\Samsung 55-Inch CU7000 Crystal UHD- 4K - Smart TV - Pur Colors (2023).jpg
"ATA 43DN4 43-Inch TV, Full HD, LED - Black","EGP 9,299.00",N/A,Televisions,99,ATA,"imgs\ATA 43DN4 43-Inch TV, Full HD, LED - Black.jpg"
ATA 32 Inch HD  LED TV - 32HON,"EGP 5,685.00",N/A,Televisions,100,ATA,imgs\ATA 32 Inch HD  LED TV - 32HON.jpg
Samsung 55-Inch CU8000 Crystal UHD- 4K - Smart TV - Dynamic Crystal Colors (2023) ,"EGP 21,800.00",N/A,Televisions,101,Samsung,imgs\Samsung 55-Inch CU8000 Crystal UHD- 4K - Smart TV - Dynamic Crystal Colors (2023) .jpg
"LG UQ7500 Series, 55 Inch 4K UHD Smart LED TV With Built In Receiver - 55UQ75006LG","EGP 21,299.00",N/A,Televisions,102,LG,"imgs\LG UQ7500 Series, 55 Inch 4K UHD Smart LED TV With Built In Receiver - 55UQ75006LG.jpg"
Samsung UA32T5300 - 32-inch HD Smart TV With Built-In Receiver,"EGP 9,293.00",5,Televisions,103,Samsung,imgs\Samsung UA32T5300 - 32-inch HD Smart TV With Built-In Receiver.jpg
"Samsung 55"" Q60D QLED 4K Smart TV","EGP 29,999.00",N/A,Televisions,104,Samsung,imgs\Samsung 55 Q60D QLED 4K Smart TV.jpg
Smart TV Box HK1 Mini Plus+ Zigor Special Bag,"EGP 1,950.00",N/A,Televisions,105,Unknown,imgs\Smart TV Box HK1 Mini Plus+ Zigor Special Bag.jpg
Samsung QA55Q60DAUXEG  55-inch Screen,"EGP 31,139.00",N/A,Televisions,106,Samsung,imgs\Samsung QA55Q60DAUXEG  55-inch Screen.jpg
"Tornado  4K Smart LED TV 65 Inch, Built-in Receiver - 65US1500E - Shahid VIP Promotion","EGP 26,000.00",N/A,Televisions,107,Tornado,"imgs\Tornado  4K Smart LED TV 65 Inch, Built-in Receiver - 65US1500E - Shahid VIP Promotion.jpg"
ATA 32 Inch HD Smart LED TV -32 HOS,"EGP 6,699.00",N/A,Televisions,108,ATA,imgs\ATA 32 Inch HD Smart LED TV -32 HOS.jpg
Samsung 43-Inch CU7000 Crystal UHD- 4K - Smart TV - Pur Colors (2023),"EGP 14,999.00",N/A,Televisions,109,Samsung,imgs\Samsung 43-Inch CU7000 Crystal UHD- 4K - Smart TV - Pur Colors (2023).jpg
